OBJECTID,study_id,site_id,number_sites,latitude_decimal,longitude_decimal,biome_IGBP,Gridded_IGBP,Biome,Biome_rough,Extracted_IGBP_Biome,forest_type,mat_c,map_mm,elevation_asl_m,data_type,pub_year,ref,collected_by,notes,Field16,Biome_decription_from_paper,Extracted_USDA_soil_taxonomy_suborders,Extracted_Terraclimate_ppt_2000_2020,Extracted_Terraclimate_mat_2000_2020,Extracted_Terraclimate_aet_2000_2020,Extracted_SoilGrids_pH,Extracted_SoilGrids_organiccarbon,Extracted_SoilGrids_nitrogen,Extracted_soil_total_phosphorus,Extracted_FluxCom_NEE_2001_2015,Extracted_FluxCom_GPP_2001_2015,Extracted_NPP_MODIS,Extracted_IGBP_Biome,N_Dep1,DtB1,Elevation,Roughness,Slope,Extracted_Seasonality,ExtractBNF1,ExtractNloss1
406,246,246.1,1,9.38,-66.25,tropical woodland savanna,Grasslands,Woody Savannas,Savannas,10,,ND,1000,ND,field flux,1988,"Johansson, C., Rodhe, H., & Sanhueza, E. (1988). Emission of NO in a tropical savanna and a cloud forest during the dry season. Journal of Geophysical Research: Atmospheres, 93(D6), 7180–7192.",SL,*same location as study 245,,"""woodland savanna""",44,1013.723816,26.99529648,904.8285522,60,181,180,455.5332031,-0.48410207,3.357834578,0.4551,10,1743.349976,7323,204,21,1.926150322,83.84526062,15.68314171,8.834008217
403,243,243.1,2,8.83,-75.78,tropical dry forest; silvipastoral,Savannas,Savannas,Savannas,9,,28,1200,15,field flux,2021,"Contreras-Santos, J., Martinez-Atencia, J., Raghavan, B., Lopez-Rebolledo, L., & Garrido-Pineda, J. (2021). Silvopastoral systems: Mitigation of greenhouse gases in the Tropical Dry Forest—Colombia. AGRONOMIA MESOAMERICANA, 32(3), 901–919. https://doi.org/10.15517/am.v32i3.43313",KN,"*coordinates of the general site, not the samples",,tropical dry forest; silvipastoral,62,1387.738037,28.55271721,1151.133301,56,520,461,349.3565063,-1.195903063,5.256057262,0.462000012,9,784.539978,9971,9,2,0.092667878,63.57168198,,
197,120,120.1,1,8.88,-67.32,"""grassland savanna""",Grasslands,Grassland,Grassland,10,,27.6,1300,ND,field flux,1993,"CARDENAS, L., A. RONDON, C. JOHANSSON, and E. SANHUEZA. 1993. EFFECTS OF SOIL-MOISTURE, TEMPERATURE, AND INORGANIC NITROGEN ON NITRIC-OXIDE EMISSIONS FROM ACIDIC TROPICAL SAVANNA SOILS. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 98:14783–14790.",JVO,"*""At this site, original savannah trees and scrubs were removed and the grass (mainly Trachypogon sp) is Laboratory, Caracas, Venezuela. regularly cut.""",,"""grassland savanna""",82,1296.276245,28.51446533,1121.080933,60,152,173,472.5464783,-0.959789634,4.109452248,0.466100007,10,2029.459961,8957,92.5,9,0.868929744,86.73364258,3.30444169,1.993729949
224,133,133.1,1,8.88,-67.32,"""savannah""",Grasslands,Savannas,Savannas,10,,ND,ND,ND,field flux,1994,"SANHUEZA, E., L. CARDENAS, L. DONOSO, and M. SANTANA. 1994. EFFECT OF PLOWING ON CO2, CO, CH4, N2O, AND NO FLUXES FROM TROPICAL SAVANNA SOILS. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 99:16429–16434.",JVO,,,"""savannah""",82,1296.276245,28.51446533,1121.080933,60,152,173,472.5464783,-0.959789634,4.109452248,0.466100007,10,2029.459961,8957,92.5,9,0.868929744,86.73364258,3.30444169,1.993729949
120,74,74.1,1,22.01,100.8,evergreen broadleaf tropical forests,Savannas,EBF,EBF,9,Secondary,21.4,1415,750m,field flux,2021,"Yu, L., J. Zhu, H. Ji, X. Bai, Y. Lin, Y. Zhang, L. Sha, Y. Liu, Q. Song, P. Dorsch, J. Mulder, and W. Zhou. 2021. Topography-related controls on N2O emission and CH4 uptake in a tropical rainforest catchment. SCIENCE OF THE TOTAL ENVIRONMENT 775.",CF,*coordinates from google search of site,,,75,1632.709473,23.6830368,1088.476196,,,,491.7684326,-0.981972575,5.171609402,0.469300002,9,1815.589966,4311,542.5,24,1.952252865,81.90171814,3.362090588,3.004587412
49,31,31.1,1,-4.29,11.66,grassland tropical C4,Savannas,Savannas,Savannas,9,,25,1200,ND,field flux,2010,"Castaldi, S., A. de Grandcourt, A. Rasile, U. Skiba, and R. Valentini. 2010. CO2, CH4 and N2O fluxes from soil of a burned grassland in Central Africa. BIOGEOSCIENCES 7:3459–3471.",FS,"""grass and shrub savannas"" grasslands",,grassland tropical C4,63,1549.209473,26.2967453,946.9238281,54,235,186,419.8718872,-0.144939855,3.191434383,0.474099994,9,486.3200073,17252,92,18.5,1.551985502,80.57727814,,
212,129,129.3,1,8.28,34.47,"""wooded grassland""",Savannas,Woody Savannas,Savannas,9,ND,20-39,900–1702,ND,field flux,2003,"Andersson, M., A. Kjoller, and S. Struwe. 2003. Soil emissions of nitrous oxide in fire-prone African savannas. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 108.",CF,,,"""wooded grassland""",44,1022.447632,28.34521866,961.6238403,61,302,244,494.7965088,-0.695605993,3.706486225,0.482800007,9,1384.719971,7553,467.5,12,1.069015384,84.68901062,3.413742065,2.158395052
20,14,14.07,1,-17.93,25.85,evergreen broadleaf tropical forests,Grasslands,EBF,EBF,10,,ND,ND,,lab flux,2001,"Kirkman, G., W. Yang, and F. Meixner. 2001. Biogenic nitric oxide emissions upscaling: An approach for Zimbabwe. GLOBAL BIOGEOCHEMICAL CYCLES 15:1005–1020.",JVO,,,"""rain forest""",44,632.7999878,23.74037743,567.0618896,63,138,110,491.6839294,-0.548774302,2.591221571,0.485000014,10,519.7999878,2028,886,12.5,0.776141942,118.5162201,8.636998177,3.985294104
43,25,25.1,1,9.1,-79.9,deciduous broadleaf tropical forests,Savannas,DBF,DBF,9,ND,26,2600,,field flux,2018,"Welch, B., V. Gauci, and E. Sayer. 2019. Tree stem bases are sources of CH4 and N2O in a tropical forest on upland soil during the dry to wet season transition. GLOBAL CHANGE BIOLOGY 25:361–372.",CF,"""Semi-evergreen""",,deciduous broadleaf tropical forests,62,2457.304688,26.85049629,1274.161865,54,593,527,499.5263977,-1.186498404,7.309979916,0.512399972,9,1130.48999,7606,63.5,13.5,0.717546582,61.72442245,,
213,129,129.4,1,8.13,34.57,"""dry forest""",Savannas,Savannas,Savannas,9,ND,20-40,900–1703,ND,field flux,2003,"Andersson, M., A. Kjoller, and S. Struwe. 2003. Soil emissions of nitrous oxide in fire-prone African savannas. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 108.",CF,,,"""dry forest""",75,1087.204712,27.82650757,1013.119019,61,297,247,441.2121277,-0.790316939,3.925445795,0.512499988,9,1384.719971,6551,538,15,1.208365917,79.96865845,3.413742065,2.158395052
87,56,56.1,1,-2.89,-59.97,deciduous broadleaf tropical forests,Woody Savannas,DBF,DBF,8,Secondary,ND,2503,ND,lab flux,2003,"Menyailo, O., B. Hungate, J. Lehmann, G. Gebauer, and W. Zech. 2003. Tree species of the central Amazon and soil moisture alter stable isotope composition of nitrogen and oxygen in nitrous oxide evolved from soil. ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES 39:41–52.",CF,*coordinates from google search of site,,deciduous broadleaf tropical forests,62,2298.147705,27.31412697,1044.038086,41,301,222,392.77771,-1.395746231,6.362985611,0.513800025,8,287.1000061,1416,99.5,23,1.274600267,46.26345062,3.062308788,2.716034174
385,234,234.1,1,-2.89,-59.97,evergreen broadleaf tropical forest,Woody Savannas,EBF,EBF,8,Primary,26,2000,,field flux,1995,"Coolman, R., and W. Robarge. 1995. Sampling nitrous oxide emissions from humid tropical ecosystems. JOURNAL OF BIOGEOGRAPHY 22:381–391.",FS,Locations from doctoral thesis,,evergreen broadleaf tropical forest,62,2298.147705,27.31412697,1044.038086,41,301,222,392.77771,-1.395746231,6.362985611,0.513800025,8,287.1000061,1416,99.5,23,1.274600267,46.26345062,3.062308788,2.716034174
386,234,234.2,1,-2.89,-59.97,grassland tropical C4,Woody Savannas,Grassland,Grassland,8,Pasture,26,2000,,field flux,1995,"Coolman, R., and W. Robarge. 1995. Sampling nitrous oxide emissions from humid tropical ecosystems. JOURNAL OF BIOGEOGRAPHY 22:381–391.",FS,Locations from doctoral thesis,,"""abandoned pasture""",62,2298.147705,27.31412697,1044.038086,41,301,222,392.77771,-1.395746231,6.362985611,0.513800025,8,287.1000061,1416,99.5,23,1.274600267,46.26345062,3.062308788,2.716034174
432,263,263.1,1,21.66,88.33,mangrove,Permanent Wetlands,Mangrove,Permanent Wetlands,11,,ND,ND,ND,field flux,2020,"Das, Subhajit & Ganguly, Dipnarayan & Mukherjee, Abhishek & Chakraborty, Sabyasachi & De, Tarun. (2020). Exploration of N2 fixation and denitrification processes in the Sundarban mangrove ecosystem, India. Indian Journal of Geo-Marine Sciences. 49. 740-747. ",SL,*5 sites on the island,,mangrove forest,90,1761.814331,26.59220123,1021.766663,65,262,268,,-0.201924115,3.275891304,0.518400013,11,4707.259766,7007,3,2,0.097832069,102.595253,,
145,86,86.2,1,7.85,-62.95,macrothermic tropophilous semideciduous fores,Grasslands,EBF,EBF,10,,ND,1300,ND,field flux,1990,"SANHUEZA, E., W. HAO, D. SCHARFFE, L. DONOSO, and P. CRUTZEN. 1990. N2O AND NO EMISSIONS FROM SOILS OF THE NORTHERN PART OF THE GUAYANA SHIELD, VENEZUELA. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 95:22481–22488.",CF,,,macrothermic tropophilous semideciduous fores,62,1318.109497,26.93135071,1011.93811,57,347,183,397.3809509,-0.339164853,4.095575809,0.51849997,10,698.5800171,6600,155.5,16.5,1.259136081,69.86666107,3.76452136,2.936788321
303,186,186.2,1,7.85,-62.95,macrothermic tropophilous semideciduous fores,Grasslands,EBF,EBF,10,Primary,ND,1300,ND,field flux,1993,"DONOSO, L., R. SANTANA, and E. SANHUEZA. 1993. SEASONAL-VARIATION OF N2O FLUXES AT A TROPICAL SAVANNA SITE - SOIL CONSUMPTION OF N2O DURING THE DRY SEASON. GEOPHYSICAL RESEARCH LETTERS 20:1379–1382.",CF,**site data from previous study references in this paper (SANHUEZA 1990),,macrothermic tropophilous semideciduous fores,62,1318.109497,26.93135071,1011.93811,57,347,183,397.3809509,-0.339164853,4.095575809,0.51849997,10,698.5800171,6600,155.5,16.5,1.259136081,69.86666107,3.76452136,2.936788321
146,86,86.3,1,7.85,-62.95,transition area between the forest and the savanna,Grasslands,Grassland,Grassland,10,,ND,1300,ND,field flux,1990,"SANHUEZA, E., W. HAO, D. SCHARFFE, L. DONOSO, and P. CRUTZEN. 1990. N2O AND NO EMISSIONS FROM SOILS OF THE NORTHERN PART OF THE GUAYANA SHIELD, VENEZUELA. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 95:22481–22488.",CF,,,transition area between the forest and the savanna,62,1318.109497,26.93135071,1011.93811,57,347,183,397.3809509,-0.339164853,4.095575809,0.51849997,10,698.5800171,6600,155.5,16.5,1.259136081,69.86666107,3.76452136,2.936788321
304,186,186.3,1,7.85,-62.95,transition area between the forest and the savanna,Grasslands,Grassland,Grassland,10,Primary,ND,1300,ND,field flux,1993,"DONOSO, L., R. SANTANA, and E. SANHUEZA. 1993. SEASONAL-VARIATION OF N2O FLUXES AT A TROPICAL SAVANNA SITE - SOIL CONSUMPTION OF N2O DURING THE DRY SEASON. GEOPHYSICAL RESEARCH LETTERS 20:1379–1382.",CF,**site data from previous study references in this paper (SANHUEZA 1990),,transition area between the forest and the savanna,62,1318.109497,26.93135071,1011.93811,57,347,183,397.3809509,-0.339164853,4.095575809,0.51849997,10,698.5800171,6600,155.5,16.5,1.259136081,69.86666107,3.76452136,2.936788321
144,86,86.1,1,7.85,-62.95,macrothermic scrub savanna,Grasslands,Savannas,Savannas,10,,ND,1300,ND,field flux,1990,"SANHUEZA, E., W. HAO, D. SCHARFFE, L. DONOSO, and P. CRUTZEN. 1990. N2O AND NO EMISSIONS FROM SOILS OF THE NORTHERN PART OF THE GUAYANA SHIELD, VENEZUELA. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 95:22481–22488.",CF,,,macrothermic scrub savanna,62,1318.109497,26.93135071,1011.93811,57,347,183,397.3809509,-0.339164853,4.095575809,0.51849997,10,698.5800171,6600,155.5,16.5,1.259136081,69.86666107,3.76452136,2.936788321
302,186,186.1,1,7.85,-62.95,macrothermic scrub savanna,Grasslands,Savannas,Savannas,10,Primary,ND,1300,ND,field flux,1993,"DONOSO, L., R. SANTANA, and E. SANHUEZA. 1993. SEASONAL-VARIATION OF N2O FLUXES AT A TROPICAL SAVANNA SITE - SOIL CONSUMPTION OF N2O DURING THE DRY SEASON. GEOPHYSICAL RESEARCH LETTERS 20:1379–1382.",CF,**site data from previous study references in this paper (SANHUEZA 1990),,macrothermic scrub savanna,62,1318.109497,26.93135071,1011.93811,57,347,183,397.3809509,-0.339164853,4.095575809,0.51849997,10,698.5800171,6600,155.5,16.5,1.259136081,69.86666107,3.76452136,2.936788321
211,129,129.2,1,8.17,34.58,"""woodland""",Savannas,Woody Savannas,Savannas,9,ND,20-38,900–1701,ND,field flux,2003,"Andersson, M., A. Kjoller, and S. Struwe. 2003. Soil emissions of nitrous oxide in fire-prone African savannas. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 108.",CF,,,"""woodland""",82,1080.880981,28.02622986,1006.37146,61,266,228,441.2121277,-0.699267805,3.702570915,0.518899977,9,1384.719971,4935,535,17,1.498475552,80.77972412,3.413742065,2.158395052
328,201,201.1,1,21.22,-89.53,deciduous broadleaf tropical forests,Deciduous Broadleaf Forests,DBF,DBF,4,ND,25.8,642,3,field flux (lysimeter),2021,"Rivero-Villar, A., G. Ruiz-Suarez, P. Templer, V. Souza, and J. Campo. 2021. Nitrogen cycling in tropical dry forests is sensitive to changes in rainfall regime and nitrogen deposition. BIOGEOCHEMISTRY 153:283–302.",CF,*coordinates inferred from coordinate map,,deciduous tropical rainforest,75,815.2476196,26.70093155,763.5856934,78,780,570,1374.705933,-1.161300898,4.513092995,0.520799995,4,658.1199951,125,8,4,0.256813377,61.61024475,,
267,168,168.1,1,9.33,-66.25,tropical savanna,Grasslands,Savannas,Savannas,10,ND,ND,1000,ND,field flux,1988,"HAO, W., D. SCHARFFE, P. CRUTZEN, and E. SANHUEZA. 1988. PRODUCTION OF N2O, CH4, AND CO2 FROM SOILS IN THE TROPICAL SAVANNA DURING THE DRY SEASON. JOURNAL OF ATMOSPHERIC CHEMISTRY 7:93–105.",CF,,,tropical savanna,82,1012.642883,27.14904785,901.1333618,,,,455.5332031,-0.427981585,3.133266926,0.529500008,10,1743.349976,8793,169.5,9,0.760335803,82.11179352,15.68314171,8.834008217
268,168,168.2,1,9.33,-66.25,tropical woody savanna,Grasslands,Woody Savannas,Savannas,10,ND,ND,1000,ND,field flux,1988,"HAO, W., D. SCHARFFE, P. CRUTZEN, and E. SANHUEZA. 1988. PRODUCTION OF N2O, CH4, AND CO2 FROM SOILS IN THE TROPICAL SAVANNA DURING THE DRY SEASON. JOURNAL OF ATMOSPHERIC CHEMISTRY 7:93–105.",CF,,,tropical woody savanna,82,1012.642883,27.14904785,901.1333618,,,,455.5332031,-0.427981585,3.133266926,0.529500008,10,1743.349976,8793,169.5,9,0.760335803,82.11179352,15.68314171,8.834008217
353,216,216.1,1,-3.17,114.63,wetland,Cropland/Natural Vegetation Mo- saics,Permanent Wetlands,Permanent Wetlands,14,,,2600,ND,field flux,2020,"Saidy, A., F. Razie, N. Aidawati, and T. Hidayat. 2020. Increases in Greenhouse Gases Following the Use of Peatlands for Agricultural Areas. Page in A. Hadi, editor.",JVO,,,wetland,11,2498.019043,27.81497955,1231.976196,54,1648,441,966.7349243,-0.542373061,4.638520241,0.535099983,14,373.1400146,4797,5.5,2,0.092667878,41.23858261,,
398,242,242.1,2,-18.04,144.03,wetland,Grasslands,Permanent Wetlands,Permanent Wetlands,10,,22-34,2700,ND,lab flux (isotope pairing),2019,"Adame, M., M. Roberts, D. Hamilton, C. Ndehedehe, V. Reis, J. Lu, M. Griffiths, G. Curwen, and M. Ronan. 2019. Tropical Coastal Wetlands Ameliorate Nitrogen Export During Floods. FRONTIERS IN MARINE SCIENCE 6.",CF,*coordinates determiend using google search of site,palustrine wetlands,wetland,32,823.9190674,25.40049744,715.7333374,64,101,42,466.0463257,-0.046465214,1.527402639,0.539499998,10,143.1300049,105,369,18,1.24542892,115.5622482,8.251115799,5.495534897
388,237,237.1,1,-9.05,-40.32,deciduous broadleaf tropical forests,Closed Shrublands,DBF,DBF,6,ND,24-30,400-550,375,microbial,2019,"Lacerda, G., M. Noronha, L. Cabral, T. Delforno, S. de Sousa, P. Fernandes, T. Melo, and V. Oliveira. 2019. Land Use and Seasonal Effects on the Soil Microbiome of a Brazilian Dry Forest. FRONTIERS IN MICROBIOLOGY 10.",CF,,,dry forest -deciduous tropcial rainforest,62,502.9714355,25.73345184,459.019043,63,94,94,494.9744873,-0.069555156,1.97244072,0.544799984,6,1287.040039,4647,390.5,7,0.597581148,86.10324097,1.251508951,1.84269166
261,167,167.1,1,-1.25,-47.78,evergreen broadleaf tropical forest,Woody Savannas,Woody Savannas,Savannas,8,Primary,ND,2200,ND,field flux,2007,"Davidson, E., C. de Carvalho, A. Figueira, F. Ishida, J. Ometto, G. Nardoto, R. Saba, S. Hayashi, E. Leal, I. Vieira, and L. Martinelli. 2007. Recuperation of nitrogen cycling in Amazonian forests following agricultural abandonment. NATURE 447:995-U6.",CF,,,*vague,32,2844.061768,26.58146858,1141.747681,47,371,496,466.5096741,-0.835900009,5.595540047,0.566500008,8,1255.550049,8663,42,6.5,0.58295393,73.7483902,7.626745701,7.731533527
262,167,167.2,1,-1.25,-47.78,evergreen broadleaf tropical forest,Woody Savannas,Woody Savannas,Savannas,8,Secondary,ND,2200,ND,field flux,2007,"Davidson, E., C. de Carvalho, A. Figueira, F. Ishida, J. Ometto, G. Nardoto, R. Saba, S. Hayashi, E. Leal, I. Vieira, and L. Martinelli. 2007. Recuperation of nitrogen cycling in Amazonian forests following agricultural abandonment. NATURE 447:995-U6.",CF,,,*vague,32,2844.061768,26.58146858,1141.747681,47,371,496,466.5096741,-0.835900009,5.595540047,0.566500008,8,1255.550049,8663,42,6.5,0.58295393,73.7483902,7.626745701,7.731533527
239,147,147.1,1,-12.49,131.15,*tropical woody savanna,Savannas,Savannas,Savannas,9,,ND,1782,ND,field flux,2011,"Livesley, S., S. Grover, L. Hutley, H. Jamali, K. Butterbach-Bahl, B. Fest, J. Beringer, and S. Arndt. 2011. Seasonal variation and fire effects on CH4, N2O and CO2 exchange in savanna soils of northern Australia. AGRICULTURAL AND FOREST METEOROLOGY 151:1440–1452.",CF,* coordinates from https://www.ozflux.org.au/monitoringsites/howardsprings/howardsprings_description.html,,*tropical woody savanna,32,1583.609497,27.18732071,1206.076172,59,256,97,495.6641541,-0.660405219,3.36937356,0.572899997,9,110.5999985,4949,34,8.5,0.653319895,109.0112686,,
15,14,14.02,1,-21.42,29.69,"""sparse mopane-acacia woodland""",Grasslands,Woody Savannas,Savannas,10,,ND,ND,,lab flux,2001,"Kirkman, G., W. Yang, and F. Meixner. 2001. Biogenic nitric oxide emissions upscaling: An approach for Zimbabwe. GLOBAL BIOGEOCHEMICAL CYCLES 15:1005–1020.",JVO,"*the paper referenced ""pristine"" forests but some of the sites appeared agricultural...",,"""sparse mopane-acacia woodland""",82,415.8761902,22.10021782,394.2761841,66,102,105,502.1187134,-0.118583962,1.80621469,0.574500024,10,752.1599731,1010,727.5,7,0.570435762,91.47038269,1.169893384,1.241264462
37,20,19.5,1,19.5,109.48,grassland tropical C4,Woody Savannas,Grassland,Grassland,8,Pasture,23.1,1823,,inferred,2022,"Xie, L., D. Liu, C. Muller, A. Jansen-Willems, Z. Chen, Y. Niu, M. Zaman, L. Meng, and W. Ding. 2022. Brachiaria humidicola Cultivation Enhances Soil Nitrous Oxide Emissions from Tropical Grassland by Promoting the Denitrification Potential: A N-15 Tracing Study. AGRICULTURE-BASEL 12.",JVO,"*""tropical monsoon climate"". grassy.",,*,62,1734.93811,24.46237946,1103.928589,51,712,171,557.4122314,-1.066858411,5.161123276,0.581700027,8,2710.689941,3231,148.5,17.5,1.216512442,77.53952789,,
34,14,14.21,1,-20.24,30.96,"""msasa/ brachysteiga woodland""",Grasslands,Woody Savannas,Savannas,10,,ND,ND,,lab flux,2001,"Kirkman, G., W. Yang, and F. Meixner. 2001. Biogenic nitric oxide emissions upscaling: An approach for Zimbabwe. GLOBAL BIOGEOCHEMICAL CYCLES 15:1005–1020.",JVO,,,"""msasa/ brachysteiga woodland""",97,804.5952148,20.04380989,665.3618774,61,436,114,386.2282715,,,0.591899991,10,1239.819946,2547,1057.5,17,1.750477791,91.80529785,4.458960533,6.050173759
28,14,14.15,1,-16.14,29.4,"""mopane woodland (riverine)""",Cropland,Woody Savannas,Savannas,12,,ND,ND,,lab flux,2001,"Kirkman, G., W. Yang, and F. Meixner. 2001. Biogenic nitric oxide emissions upscaling: An approach for Zimbabwe. GLOBAL BIOGEOCHEMICAL CYCLES 15:1005–1020.",JVO,,,"""mopane woodland (riverine)""",32,790.2476196,24.51029778,698.1809692,64,224,131,345.9522095,-0.586741388,3.176030636,0.593999982,12,585.460022,4415,497,7.5,0.62973845,125.9738693,4.31216526,5.323206902
92,59,59.4,1,-13.12,-71.62,Montane grassland,Grasslands,Grassland,Grassland,10,,9.3,2200,3200-3700,field flux,2017,"Diem, T., N. Morley, A. Quispe, L. Quispe, E. Baggs, P. Meir, M. Richards, P. Smith, and Y. Teh. 2017. Complex controls on nitrous oxide flux across a large-elevation gradient in the tropical Peruvian Andes. BIOGEOSCIENCES 14:5077–5097.",FS,Unclear is C3 or C4,,Montane grassland,99,526.3713989,12.80261898,499.157135,62,697,443,674.6494141,-0.987361729,3.351862669,0.594699979,10,658.960022,3260,3668,136,12.41508675,74.96155548,2.593607903,1.378372192
356,217,217.4,1,-13.12,-71.62,"""montane grassland""",Grasslands,Grassland,Grassland,10,,11.8,2200,3200-3700,lab flux (N15 tracer),2014,"Teh, Y., T. Diem, S. Jones, L. Quispe, E. Baggs, N. Morley, M. Richards, P. Smith, and P. Meir. 2014. Methane and nitrous oxide fluxes across an elevation gradient in the tropical Peruvian Andes. BIOGEOSCIENCES 11:2325–2339.",CF,,,"""montane grassland""",99,526.3713989,12.80261898,499.157135,62,697,443,674.6494141,-0.987361729,3.351862669,0.594699979,10,658.960022,3260,3668,136,12.41508675,74.96155548,2.593607903,1.378372192
29,14,14.16,1,-16.17,29.2,"""mopane/ teak woodland""",Cropland,Woody Savannas,Savannas,12,,ND,ND,,lab flux,2001,"Kirkman, G., W. Yang, and F. Meixner. 2001. Biogenic nitric oxide emissions upscaling: An approach for Zimbabwe. GLOBAL BIOGEOCHEMICAL CYCLES 15:1005–1020.",JVO,,,"""mopane/ teak woodland""",32,759.2333374,24.0779953,655.6094971,64,196,153,345.9522095,-0.576493025,3.07322979,0.597599983,12,585.460022,4602,544.5,9,0.920218349,125.3633881,4.31216526,5.323206902
329,201,201.2,1,20.8,-89.43,deciduous broadleaf tropical forests,Grasslands,DBF,DBF,10,ND,25.5,1240,36,field flux (lysimeter),2021,"Rivero-Villar, A., G. Ruiz-Suarez, P. Templer, V. Souza, and J. Campo. 2021. Nitrogen cycling in tropical dry forests is sensitive to changes in rainfall regime and nitrogen deposition. BIOGEOCHEMISTRY 153:283–302.",CF,*coordinates inferred from coordinate map,,deciduous tropical rainforest,75,1065.947632,26.46097183,946.7999878,75,693,591,993.5355225,-1.785569906,5.785186291,0.59799999,10,658.1199951,0,15,3,0.18825376,72.49177551,,
125,75,75.5,1,19.25,110.37,evergreen broadleaf tropical forests,Woody Savannas,Woody Savannas,Savannas,8,Secondary,24,2072,ND,lab flux,2015,"Xie, Y., J. Zhang, L. Meng, C. Muller, and Z. Cai. 2015. Variations of soil N transformation and N2O emissions in tropical secondary forests along an aridity gradient. JOURNAL OF SOILS AND SEDIMENTS 15:1538–1548.",CF,*inferred from coordinate map in paper,,*evergreen broadleaf tropical forests,62,1752.552368,24.82115173,1161.699951,52,595,255,374.4292297,-0.964985967,5.332983017,0.606299996,8,3984.610107,3393,38,14.5,0.849277258,70.84815979,,
98,60,60.6,1,11.04,-84.69,wetland,Savannas,Permanent Wetlands,Permanent Wetlands,9,,ND,ND,ND,field flux,2022,"Buessecker, S., A. Sarno, M. Reynolds, R. Chavan, J. Park, M. Ortiz, A. Perez-Castillo, G. Pisco, J. Urquiza-Munoz, L. Reis, J. Ferreira-Ferreira, J. Maia, K. Holbert, C. Penton, S. Hall, H. Gandhi, I. Boechat, B. Gucker, N. Ostrom, and H. Cadillo-Quiroz. 2022. Coupled abiotic-biotic cycling of nitrous oxide in tropical peatlands. NATURE ECOLOGY & EVOLUTION 6:1881-+.",FS,"""peatland""",,wetland,62,2630.490479,26.7863102,1365.300049,55,415,561,475.5282593,-0.373161048,4.446110249,0.606899977,9,231.3200073,2585,34,3,0.166378081,52.03359985,,
